statename,rank,countryid,val2015,val2016,val2017,val2018
Kentucky,20,Spain,144.56,174.25,179.75,193.63
Kentucky,21,Taiwan,147.17,174.48,166.3,177.56
Kentucky,22,India,159.38,165.04,127.74,158.25
Kentucky,23,Ireland,90.41,103.1,111.33,140.78
Kentucky,24,Saudi Arabia,433.86,426.69,167.79,135.23
Kentucky,25,Israel,70.58,88.39,84.4,108.94
Louisiana,0,World,48678.64,48334.63,57005.31,66236.86
Louisiana,0,Top 25,37803.8,37456.51,44505.23,52412.53
Louisiana,1,Mexico,5882.22,5414.48,7270.21,8848.66
Louisiana,2,"Korea, South",780.92,1008.02,1878.54,3841.66
Louisiana,3,Netherlands,2191.44,2311.4,2506.92,3609.93
Louisiana,4,Brazil,1462.34,1739.92,2773.45,3592.84
Louisiana,5,Canada,2871.19,2708.46,2688.4,3547.34
Louisiana,6,China,6549.6,7948.33,7761.28,3053.6
Louisiana,7,India,507.75,683.53,881.79,2671.46
Louisiana,8,Colombia,2064.06,1965.94,2224.63,2647.39
Louisiana,9,Japan,2371.94,2001.3,2683.2,2449.08
Louisiana,10,United Kingdom,1323.06,904.91,1014.64,1687.06
Louisiana,11,Singapore,964.61,937.4,1388.05,1648.48
Louisiana,12,Egypt,714.47,637.54,841.24,1485.45
Louisiana,13,Belgium,1339.05,1118.22,1234.89,1351.36
Louisiana,14,Chile,914.16,947.14,1307.11,1332.7
Louisiana,15,Spain,859.67,655.52,737.28,1329.3
Louisiana,16,France,1469.32,1016.54,975.68,1206.23
Louisiana,17,Peru,649.96,1042.2,1149.92,1180.32
Louisiana,18,Argentina,957.92,675.62,761.04,1126.04
Louisiana,19,Venezuela,739.39,841.18,661.93,949.24
Louisiana,20,Dominican Republic,746.7,667.21,635.76,919.17
Louisiana,21,Guatemala,730.09,615.3,878.85,898.01
Louisiana,22,Bahamas,252.47,225.79,612.1,842.38
Louisiana,23,Honduras,495.5,428.75,513.63,816.81
Louisiana,24,Jamaica,397.95,308.59,515.8,715.48
Louisiana,25,Saudi Arabia,568.02,653.21,608.89,662.53
Massachusetts,0,World,25289.29,25893.68,27565.8,27139.83
Massachusetts,0,Top 25,22875.72,23356.05,24891.65,24509.21
Massachusetts,1,Canada,3165.51,3105.14,3012.26,2964.18
Massachusetts,2,China,2054.89,2167.45,2303.55,2640.22
Massachusetts,3,Mexico,2622.24,2471.48,2562.04,2510.61
Massachusetts,4,Germany,1910.73,1634.48,1820.25,1951.73
Massachusetts,5,Japan,1475.68,1399.74,1279.26,1486.94
Massachusetts,6,Netherlands,1399.44,1370.21,1255.19,1349.12
Massachusetts,7,Hong Kong,928.45,899.34,1320.51,1305.99
Massachusetts,8,"Korea, South",1005.14,978.49,1218.71,1240.17
Massachusetts,9,Switzerland,1024.85,1768.53,1118.82,1212.37
Massachusetts,10,United Kingdom,1178.83,1585.26,2115.82,1101.77
Massachusetts,11,Ireland,842.97,948.64,913.79,819.58
Massachusetts,12,Singapore,564.43,610.8,681.2,748.96
Massachusetts,13,France,575.11,635.53,686.17,707.79
Massachusetts,14,Taiwan,686.83,656.72,619.82,670.27
Massachusetts,15,Italy,454.67,407.31,579.58,548.78
Massachusetts,16,United Arab Emirates,149.99,161.84,285.07,493.06
Massachusetts,17,Australia,348.38,335.78,328.2,425.98
Massachusetts,18,Saudi Arabia,264.57,212.95,714.96,405.89
Massachusetts,19,Belgium,602,511.18,606.59,396.02
Massachusetts,20,Philippines,216.04,277.98,275.02,288.15
Massachusetts,21,India,288.51,306.38,326.4,281.23
Massachusetts,22,Malaysia,249.71,257.2,252.53,274.53
Massachusetts,23,Turkey,187.52,204.22,229.71,255.63
Massachusetts,24,Brazil,285.71,230.86,245.87,235.5
Massachusetts,25,Sweden,393.48,218.56,140.32,194.74
Maryland,0,World,10052.1,9652.84,9317.49,12075.75
Maryland,0,Top 25,7879.1,7815.04,7565.02,10190.56
Maryland,1,Canada,1547.26,1457.88,1506.32,1640.8
Maryland,2,Japan,398.54,352.28,372.68,1121.46
Maryland,3,France,227.23,324.84,427.84,1118.05
Maryland,4,Saudi Arabia,787.86,557.11,304.54,606.7
Maryland,5,Germany,377.96,416.14,619.37,590.75
Maryland,6,Netherlands,436.41,465.25,435.72,587.15
Maryland,7,China,487.5,485.06,599.72,577.59
Maryland,8,United Kingdom,566.87,529.42,461.8,504.35
Maryland,9,Mexico,445.14,423.8,376.63,416.69
Maryland,10,Belgium,340.66,410.68,432.95,409.3
Maryland,11,India,234.59,230.25,226.5,398.24
Maryland,12,Singapore,155.91,170.82,219,215.71
Maryland,13,Italy,136.44,115.05,72.48,213.47
Maryland,14,"Korea, South",201.16,233.68,199.06,198.88
Maryland,15,Egypt,380.4,147.62,243.37,187.86
Maryland,16,Morocco,10.24,11.23,64.35,181.94
Maryland,17,Chile,116.92,127.51,112.96,159.14
Maryland,18,Brazil,190.58,144.81,181.08,156.08
Maryland,19,Argentina,77.76,49.03,122.23,148.38
Maryland,20,Taiwan,118.12,114.36,99.8,144.04
Maryland,21,Turkey,62.26,81.97,66.19,141.28
Maryland,22,Australia,255.94,619.12,121.42,131.04
Maryland,23,Israel,145.14,221.18,142.93,118.24
Maryland,24,Hong Kong,113.59,85.25,98.14,115.98
Maryland,25,Nigeria,64.64,40.7,57.92,107.44
Maine,0,World,2761.77,2863.23,2711.93,2825.34
Maine,0,Top 25,2512.5,2657.57,2525.56,2628.16
Maine,1,Canada,1304.5,1365.5,1301.62,1414.17
Maine,2,China,212.08,206.54,238.33,204.28
Maine,3,Malaysia,207.68,160.79,156.12,121.88
Maine,4,Italy,68.95,38.71,58.12,87.48
Maine,5,Japan,81.86,93.43,82.28,87.2
Maine,6,"Korea, South",79,73.71,59.03,66.41
Maine,7,Germany,103.61,216.48,149.81,66.02
Maine,8,Singapore,32.63,25.94,29.37,60.28
Maine,9,Netherlands,51.8,50.52,53.52,59.54
Maine,10,Mexico,59.56,46.12,47.46,52.84
Maine,11,Hong Kong,29.27,36.15,37.48,51.94
Maine,12,Taiwan,47.19,61.54,36.22,49.71
Maine,13,United Kingdom,54.86,56.92,47.5,49.52
Maine,14,Philippines,23.42,29.21,59.65,44.02
Maine,15,Belgium,46.76,60.16,27.41,30.7
Maine,16,Turkey,15.57,25.89,21.71,24.74
Maine,17,Australia,29.87,40.94,40.13,22.88
Maine,18,Thailand,8.94,10.76,14.77,19.98
Maine,19,Brazil,18.29,20.77,16.98,19.46
Maine,20,Russia,1.19,0.32,0.38,18.35
Maine,21,New Zealand,7.69,13.84,13.67,17.92
Maine,22,Macau,5.22,7.06,12.75,16.83
Maine,23,South Africa,5.05,2.65,3.79,14.58
Maine,24,Spain,5.41,4.88,8.31,13.88
Maine,25,Israel,12.11,8.75,9.12,13.54
Michigan,0,World,53944.93,54752.2,59870.4,57940.09
Michigan,0,Top 25,51116.54,51810.46,56860.12,54526.91
Michigan,1,Canada,23515.55,23711.19,24895.45,23794.25
Michigan,2,Mexico,11791.92,12044.65,12507.42,12298.22
Michigan,3,China,3201.97,3268.74,3675.19,3563.26
Michigan,4,Germany,1919.14,1998.81,1985.56,1969.41
Michigan,5,Japan,1218.14,1502.69,1579.15,1433.15
Michigan,6,"Korea, South",1066.08,975.61,1276.1,1387.4
Michigan,7,Italy,1056.1,906.44,1155.32,1257.97
Michigan,8,Brazil,819.3,1014.94,2257.03,1040.94
Michigan,9,United Kingdom,778.17,877.86,944.99,908.1
Michigan,10,Belgium,686.96,725.17,743.99,758.38
Michigan,11,Australia,888.58,577.59,848.65,613.78
Michigan,12,India,318.87,308.83,479.53,537.3
Michigan,13,France,455.75,533.89,517.53,515.76
Michigan,14,Thailand,389.46,473.77,495.8,515.25
Michigan,15,Spain,329.59,305.14,306.77,492.18
Michigan,16,Saudi Arabia,380.31,304.97,323.71,456.3
Michigan,17,United Arab Emirates,458.71,402.78,480.23,447.45
Michigan,18,Chile,247.37,189.53,314.5,435.78
Michigan,19,Hong Kong,200.17,264.42,386.02,400.3
Michigan,20,Netherlands,335.05,335.8,363.94,361.59
Michigan,21,Taiwan,249.06,298.59,330.83,316.24
Michigan,22,Switzerland,201.02,219.71,244.91,274.27
Michigan,23,Turkey,175.69,179.59,227.95,259.52
Michigan,24,South Africa,250.99,225.99,258.59,253.26
Michigan,25,Singapore,182.6,163.76,260.95,236.86
Minnesota,0,World,20013.27,19200.34,20691.9,22684.57
Minnesota,0,Top 25,17765.82,17164.67,18432.87,20360.46
Minnesota,1,Canada,4454.38,4059.77,4304.22,4801.82
Minnesota,2,Mexico,2382.22,2338.77,2434,2361.76
Minnesota,3,China,1806.43,1829.45,1987.48,2259.88
Minnesota,4,Japan,1114.96,1033.45,1357.29,1517.73
Minnesota,5,Germany,835.22,763,886.43,1072.94
Minnesota,6,"Korea, South",771,821.69,857.2,1042.52
Minnesota,7,Singapore,512.07,572.94,561.88,656.51
Minnesota,8,United Kingdom,532.98,564.42,589.81,620.91
Minnesota,9,Belgium,825.69,732.83,660.58,603.32
Minnesota,10,Hong Kong,398.11,377.84,426.8,528.36
Minnesota,11,Philippines,471.68,436.39,432.55,495.51
Minnesota,12,Ireland,390.47,398.38,397,471.57
Minnesota,13,Netherlands,339.1,370.11,501.97,468.76
Minnesota,14,Australia,455.67,380.68,426.58,461.84
Minnesota,15,France,336.86,332.41,352.84,434.19
Minnesota,16,Taiwan,418.37,457.39,477.41,412.9
Minnesota,17,Thailand,256.95,226.37,236.13,377.96
Minnesota,18,India,213.71,194,211.23,295.77
Minnesota,19,Brazil,280.53,210.64,229.47,295.3
Minnesota,20,Italy,207.96,218.77,240.08,245.02
Minnesota,21,Indonesia,168.63,186.87,186.41,204.88
Minnesota,22,Malaysia,156.62,165.53,179.23,197.94
Minnesota,23,Switzerland,209.62,187.75,172.59,181.3
Minnesota,24,Costa Rica,112.66,186.33,172.15,178.97
Minnesota,25,Poland,113.95,118.9,151.53,172.8
Missouri,0,World,13646.63,13934.57,14206.2,14499.77
Missouri,0,Top 25,12322.27,12751.53,13086.95,13368.82
Missouri,1,Canada,4518.74,5234.1,5179.94,5545.79
Missouri,2,Mexico,2490.26,2534.71,2564.51,2610.98
Missouri,3,China,876.43,864.11,929.36,782.83
Missouri,4,Japan,498.47,514.2,554.51,533.04
Missouri,5,Belgium,479.54,491.53,576.41,494.93
Missouri,6,Germany,485.36,459.17,459.3,437.23
Missouri,7,"Korea, South",441.36,326.26,267.57,335.86
Missouri,8,United Kingdom,363.89,301.88,334.69,322.79
Missouri,9,Australia,219.39,261.31,300.1,313.59
Missouri,10,France,141.74,207.42,280.15,245.25
Missouri,11,Brazil,294.81,176.72,221.05,232.6
Missouri,12,Netherlands,137.31,120.68,142.51,196.43
Missouri,13,Singapore,187.19,200.77,224.24,179.84
Missouri,14,Italy,123.91,86.79,162.09,176.56
Missouri,15,India,122.43,128.14,124.84,129.22
Missouri,16,Saudi Arabia,156.64,112.63,198.5,103.44
Missouri,17,Vietnam,62.85,85.19,81.96,100.77
Missouri,18,Chile,62.61,51.76,51.58,90.95
Missouri,19,Thailand,113.55,110.25,87.9,88.02
Missouri,20,Ireland,203.14,84.55,71.51,85.26
Missouri,21,Hong Kong,80.47,77.85,75.57,77.65
Missouri,22,Switzerland,83.5,151.28,39.66,76.45
Missouri,23,Taiwan,90.51,77.53,71.16,75.7
Missouri,24,Malaysia,44.7,35.76,40.11,74.23
Missouri,25,Indonesia,43.47,56.94,47.7,59.41
Mississippi,0,World,10848.57,10504.7,10994.56,11808.27
Mississippi,0,Top 25,9140.43,8813.4,9273.27,10109.17
Mississippi,1,Canada,2049.05,2198.81,2248.32,2220.98
Mississippi,2,Mexico,1143.57,1033.16,961.62,1181.5
Mississippi,3,Panama,1112.07,839.6,985.33,1157.88
Mississippi,4,China,519.52,564.95,787.12,637.55
Mississippi,5,Japan,314.86,265.86,230.62,525.79
Mississippi,6,Belgium,337.05,399.9,468.1,514.58
Mississippi,7,Netherlands,282.8,401.31,365.21,494.69
Mississippi,8,Honduras,377.68,418.74,393.19,475.12
Mississippi,9,Brazil,182.83,193.68,303.5,426.26
Mississippi,10,Guatemala,536.89,420.01,434.56,384.51
Mississippi,11,Germany,282.95,350.93,213.37,206.34
Mississippi,12,Gibraltar,334.16,308.07,350.88,190.81
Mississippi,13,United Kingdom,167.45,170.94,170.09,179.13
Mississippi,14,Chile,107.04,222.02,136.57,150.56
Mississippi,15,United Arab Emirates,232.67,59.32,51.93,138.86
Mississippi,16,Singapore,123.71,138.27,179.09,137.44
Mississippi,17,"Korea, South",136.88,123.05,144.36,136.93
Mississippi,18,Peru,293.07,96.14,105.76,136.23
Mississippi,19,Australia,133.85,123.01,103.49,135.89
Mississippi,20,El Salvador,188.69,125.3,160.85,123.85
Mississippi,21,Indonesia,51.88,63.45,92.28,118.71
Mississippi,22,Vietnam,59.28,61.24,101.89,118.21
Mississippi,23,France,71.01,105.8,150.67,111.06
Mississippi,24,Bangladesh,16.63,19.68,38.59,105.62
Mississippi,25,India,84.84,110.15,95.87,100.65
Montana,0,World,1404.09,1360.04,1616.01,1653.54
Montana,0,Top 25,1292.72,1239.76,1487.08,1550.2
Montana,1,Canada,523.05,634.89,685.41,680.33
Montana,2,"Korea, South",171.64,100.39,261.12,292.09
Montana,3,China,134.59,103.12,128.63,114.53
Montana,4,Belgium,40.93,31.5,52.01,85.04
Montana,5,Japan,76.94,50.46,40.38,55.8
Montana,6,Taiwan,34.78,57.57,48.78,50.84
Montana,7,Mexico,40.74,36.74,42.28,39.17
Montana,8,United Kingdom,24.25,19.28,25.05,30.04
Montana,9,Germany,31.28,20.9,27.75,19.85
Montana,10,Netherlands,28.84,16.64,17.63,17.52
Montana,11,Peru,12.76,12.63,11.84,17.2
Montana,12,Australia,7.86,10.01,6.71,15.74
Montana,13,France,13.9,15.7,15.95,15.21
Montana,14,Singapore,25.52,10.12,16.28,14.4
Montana,15,Italy,17.84,13.18,15.76,13.14
Montana,16,Malaysia,17.1,11.15,9.01,12.06
Montana,17,Philippines,14.05,4.15,3.6,11.06
Montana,18,Sweden,7.81,9.24,9.72,10.74
Montana,19,Denmark,4.96,3.13,2.24,9.33
Montana,20,Colombia,7.6,10.59,29.69,9.04
Montana,21,India,33.39,52.06,22.65,8.55
Montana,22,Hong Kong,7.94,6.79,7.38,7.41
Montana,23,Thailand,4.59,4.46,4.23,7.14
Montana,24,Saudi Arabia,9.76,4.06,1.28,7.1
Montana,25,Ecuador,0.59,1.03,1.71,6.88
North Carolina,0,World,30201.79,30180.14,32622.5,32729.77
North Carolina,0,Top 25,26128.37,26075.37,28425.35,28617.31
North Carolina,1,Canada,6863.1,6407,6649.69,6627.74
North Carolina,2,Mexico,3190.91,3021.28,3560.21,3779.23
North Carolina,3,China,2186.13,2189.01,2361.53,2339.43
North Carolina,4,France,1132.9,1184.15,1443.65,1913.7
North Carolina,5,Japan,1482.35,1547.37,1572.54,1602.27
North Carolina,6,Saudi Arabia,1427.29,1610.96,1661.56,1404.12
North Carolina,7,Netherlands,724.91,758.91,930.07,1045.87
North Carolina,8,Germany,1002.25,1008.07,1121.05,1018.02
North Carolina,9,United Kingdom,1009.57,1455.63,1347.94,969.8
North Carolina,10,Belgium,781.93,682.03,725.97,904.01
North Carolina,11,Honduras,861.24,840.64,801.67,810.05
North Carolina,12,Ireland,379.76,454.42,1007.97,687.49
North Carolina,13,"Korea, South",629.09,534.7,560.37,621.37
North Carolina,14,Spain,328.24,364.03,557.45,619.82
North Carolina,15,Hong Kong,774.82,727.44,693.92,600.5
North Carolina,16,India,403.69,454.88,406.67,492.84
North Carolina,17,Brazil,565.42,437.06,446.36,481.34
North Carolina,18,Singapore,425.55,371.36,384.87,471.58
North Carolina,19,Australia,483.63,520.29,527.99,436.58
North Carolina,20,Italy,214.83,270.43,322.87,385.43
North Carolina,21,Dominican Republic,336.28,318.37,364.12,347.29
North Carolina,22,Taiwan,258.4,275.29,294.34,297.44
North Carolina,23,El Salvador,264.99,207.16,250.52,279.51
North Carolina,24,Indonesia,230.39,239.08,232.83,243.48
North Carolina,25,Vietnam,170.69,195.83,199.19,238.4
North Dakota,0,World,4027.22,5291.55,5835.49,6778.34
North Dakota,0,Top 25,3785.47,5113.87,5670.29,6662.25
North Dakota,1,Canada,2922.92,4359.52,4896.94,5821.77
North Dakota,2,Mexico,294.3,256.5,243.58,231.12
North Dakota,3,Australia,133.35,121.87,120.59,147.12
North Dakota,4,Germany,43.14,43.35,45.63,59.55
North Dakota,5,United Kingdom,18.67,19.43,19.62,36.28
North Dakota,6,Japan,40.98,29.41,33.66,36.2
North Dakota,7,Dominican Republic,18.84,18.73,16.48,35.4
North Dakota,8,Czech Republic,69.78,62.92,45.58,34.26
North Dakota,9,Russia,5.72,21.14,23.01,33.89
North Dakota,10,Brazil,23.93,8.15,15.76,31.74
North Dakota,11,China,16.95,22.05,51.57,21.57
North Dakota,12,Panama,20.03,10.19,12.77,20.76
North Dakota,13,France,10.15,7.96,14.43,17.91
North Dakota,14,Italy,42.23,14.05,9.64,14.31
North Dakota,15,Hong Kong,2.12,4.97,11.61,14.27
North Dakota,16,"Korea, South",19.79,18.32,11.55,14.22
North Dakota,17,Spain,19.78,13.71,12.23,13.18
North Dakota,18,South Africa,12.95,11.05,12.97,12.17
North Dakota,19,Singapore,6.87,6.4,7.09,11.65
North Dakota,20,India,34.28,27.07,15.09,10.96
North Dakota,21,Argentina,7.42,6.24,7.96,10.62
North Dakota,22,Poland,6,7.1,5.8,10.41
North Dakota,23,Netherlands,4.04,3.9,5.27,8.01
North Dakota,24,Peru,6.46,9.26,13.46,7.53
North Dakota,25,Ukraine,4.76,10.57,18,7.35
Nebraska,0,World,6663.67,6381.34,7206.42,7944.79
Nebraska,0,Top 25,6093.94,5859.79,6637.36,7307.93
Nebraska,1,Mexico,1261.37,1459.84,1511.84,1774.41
Nebraska,2,Canada,1466.91,1219.13,1583.36,1715.86
Nebraska,3,Japan,884.3,695.41,775.23,826.71
Nebraska,4,"Korea, South",359.97,412.9,441.73,482.26
Nebraska,5,China,484.05,470.37,483.18,424.61
Nebraska,6,Hong Kong,237.78,191.01,188.69,234.62
Nebraska,7,Australia,182.64,201.19,253.97,231.76
Nebraska,8,Netherlands,204.7,127.61,170.1,166.18
Nebraska,9,Vietnam,53.73,45.96,38.07,159.6
Nebraska,10,Taiwan,86.61,105.16,132.91,150.95
Nebraska,11,Germany,164.48,135.43,135.67,147.61
Nebraska,12,Belgium,92.97,151.6,139,139.21
Nebraska,13,France,81,108.52,105.68,135.12
Nebraska,14,Brazil,85.45,76.46,99.38,134.76
Nebraska,15,Indonesia,15.74,23.63,81.41,75.43
Nebraska,16,Chile,21.87,40.43,66.95,65.59
Nebraska,17,Singapore,54.64,46.44,57.85,64.06
Nebraska,18,United Kingdom,42.99,43.46,49.18,63.7
Nebraska,19,Spain,42.4,47.64,55.84,51.86
Nebraska,20,Italy,73.53,80.07,64.36,51.84
Nebraska,21,Thailand,41.95,52.15,47.52,50.79
Nebraska,22,South Africa,43.44,38.44,40.75,50.34
Nebraska,23,Philippines,30.94,24.2,36.47,38.69
Nebraska,24,Russia,23.67,22,38.29,37.54
Nebraska,25,New Zealand,56.81,40.75,39.93,34.46
New Hampshire,0,World,4001.32,4143.67,5147.88,5285.59
New Hampshire,0,Top 25,3517.59,3635.49,4503.82,4811.57
New Hampshire,1,Germany,181.16,236.41,324.7,691.84
New Hampshire,2,Canada,536.53,559.42,577.44,663.73
New Hampshire,3,Ireland,147.53,159.36,369.22,433.39
New Hampshire,4,Mexico,503.1,442.67,481.13,419.96
New Hampshire,5,China,282.25,301.53,423.44,367.81
New Hampshire,6,France,123.61,186.55,200.02,223.46
New Hampshire,7,Saudi Arabia,118.82,65.88,190,219.17
New Hampshire,8,Japan,109.7,131.48,247.82,216.62
New Hampshire,9,United Kingdom,265.09,152.67,201.91,181.17
New Hampshire,10,Netherlands,170.47,147.35,165.83,177.96
